ordem_analise,data_entrada,expediente_numero,codigo_assunto,descricao_assunto,data_atualizacao,processo_texto,expediente_texto,cnpj_numero,razao_social,assunto_numero,assunto_texto,situacao,dias_analise,ordem_analise_anterior,data_entrada_anterior,data_atualizacao_anterior,diff_ordem,diff_ordem2
600,2025-01-09T16:56:06Z,31938256,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.725793/2019-32,0031938/25-6,00028682000140,PROMEDON DO BRASIL PRODUTOS MEDICO HOSPITALARES LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,6,NA,NA,NA,NA,Novo
601,2025-01-09T17:01:59Z,31975259,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.953853/2021-20,0031975/25-9,26443446000184,HEALTH CARE SOLUTIONS INDUSTRIA E COMERCIO DE PRODUTOS ORTOPEDICOS LTDA - ME,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,6,NA,NA,NA,NA,Novo
602,2025-01-09T17:18:46Z,32042256,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.749100/2019-05,0032042/25-6,00028682000140,PROMEDON DO BRASIL PRODUTOS MEDICO HOSPITALARES LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,6,NA,NA,NA,NA,Novo
603,2025-01-09T17:42:58Z,32152256,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.009481/2020-11,0032152/25-6,00028682000140,PROMEDON DO BRASIL PRODUTOS MEDICO HOSPITALARES LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,6,NA,NA,NA,NA,Novo
604,2025-01-09T18:39:34Z,32589255,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.280791/2024-78,0032589/25-5,00489050000184,JJGC INDÚSTRIA E COMÉRCIO DE MATERIAIS DENTÁRIOS S.A.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,6,NA,NA,NA,NA,Novo
605,2025-01-10T12:57:23Z,35700254,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.745884/2018-11,0035700/25-4,01437707000122,SCITECH PRODUTOS MEDICOS SA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,5,NA,NA,NA,NA,Novo
606,2025-01-10T13:26:39Z,37111256,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.619966/2014-09,0037111/25-6,07489080000130,RAZEK EQUIPAMENTOS LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,5,NA,NA,NA,NA,Novo
607,2025-01-10T13:29:15Z,37165259,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.345459/2017-32,0037165/25-9,04682046000199,IMPLANEW MATERIAIS ODONTOLOGICOS LTDA - ME,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,5,NA,NA,NA,NA,Novo
608,2025-01-10T15:42:26Z,38231255,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.412850/2024-83,0038231/25-5,13233256000190,MR MEDICAL COMÉRCIO DE EQUIPAMENTOS HOSPITALARES LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,5,NA,NA,NA,NA,Novo
609,2025-01-10T16:10:18Z,38361256,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.405471/2024-37,0038361/25-6,30722690000153,"GEV COMERCIO, SERVICOS, DISTRIBUICAO, MANUTENCAO E LOCACAO DE MATERIAL HOSPITALAR LTDA",80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,5,NA,NA,NA,NA,Novo
610,2025-01-10T16:16:28Z,38386259,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.219932/2017-01,0038386/25-9,01645409000128,AUTO SUTURE DO BRASIL LTDA.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,5,NA,NA,NA,NA,Novo
611,2025-01-10T16:29:46Z,38431254,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.740343/2019-70,0038431/25-4,00028682000140,PROMEDON DO BRASIL PRODUTOS MEDICO HOSPITALARES LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,5,NA,NA,NA,NA,Novo
612,2025-01-10T16:38:01Z,38486253,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.141363/2020-05,0038486/25-3,00028682000140,PROMEDON DO BRASIL PRODUTOS MEDICO HOSPITALARES LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,5,NA,NA,NA,NA,Novo
613,2025-01-10T16:42:30Z,38508257,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.081206/2016-08,0038508/25-7,00489050000184,JJGC INDÚSTRIA E COMÉRCIO DE MATERIAIS DENTÁRIOS S.A.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,5,NA,NA,NA,NA,Novo
614,2025-01-10T16:49:29Z,38567253,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.579317/2020-77,0038567/25-3,00028682000140,PROMEDON DO BRASIL PRODUTOS MEDICO HOSPITALARES LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,5,NA,NA,NA,NA,Novo
615,2025-01-10T17:07:56Z,38691256,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.694108/2020-52,0038691/25-6,00028682000140,PROMEDON DO BRASIL PRODUTOS MEDICO HOSPITALARES LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,5,NA,NA,NA,NA,Novo
616,2025-01-10T17:26:34Z,38807254,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.828479/2020-44,0038807/25-4,00028682000140,PROMEDON DO BRASIL PRODUTOS MEDICO HOSPITALARES LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,5,NA,NA,NA,NA,Novo
617,2025-01-10T17:45:29Z,39012255,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.862152/2020-00,0039012/25-5,00028682000140,PROMEDON DO BRASIL PRODUTOS MEDICO HOSPITALARES LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,5,NA,NA,NA,NA,Novo
618,2025-01-10T18:10:35Z,39232255,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.930079/2020-06,0039232/25-5,00028682000140,PROMEDON DO BRASIL PRODUTOS MEDICO HOSPITALARES LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,5,NA,NA,NA,NA,Novo
619,2025-01-10T18:25:04Z,39379256,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.855920/2021-41,0039379/25-6,00028682000140,PROMEDON DO BRASIL PRODUTOS MEDICO HOSPITALARES LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,5,NA,NA,NA,NA,Novo
620,2025-01-10T18:34:04Z,39455254,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.585158/2023-92,0039455/25-4,01911022000176,CANADA CENTRAL DE NEGOCIOS DO BRASIL LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,5,NA,NA,NA,NA,Novo
621,2025-01-10T18:39:06Z,39487253,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.166264/2022-90,0039487/25-3,00028682000140,PROMEDON DO BRASIL PRODUTOS MEDICO HOSPITALARES LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,5,NA,NA,NA,NA,Novo
622,2025-01-10T18:44:16Z,39529258,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.221719/2024-17,0039529/25-8,30722690000153,"GEV COMERCIO, SERVICOS, DISTRIBUICAO, MANUTENCAO E LOCACAO DE MATERIAL HOSPITALAR LTDA",80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,5,NA,NA,NA,NA,Novo
623,2025-01-10T18:51:42Z,39598250,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.519459/2023-28,0039598/25-0,09117476000181,MANDALA BRASIL IMPORTACAO E DISTRIBUICAO DE PRODUTO MEDICO HOSPITALAR LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,5,NA,NA,NA,NA,Novo
624,2025-01-10T19:03:09Z,39732258,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.221707/2024-84,0039732/25-8,30722690000153,"GEV COMERCIO, SERVICOS, DISTRIBUICAO, MANUTENCAO E LOCACAO DE MATERIAL HOSPITALAR LTDA",80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,5,NA,NA,NA,NA,Novo
625,2025-01-10T19:17:46Z,39802256,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.405549/2024-13,0039802/25-6,30722690000153,"GEV COMERCIO, SERVICOS, DISTRIBUICAO, MANUTENCAO E LOCACAO DE MATERIAL HOSPITALAR LTDA",80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,5,NA,NA,NA,NA,Novo
626,2025-01-10T20:11:55Z,40279251,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.359479/2015-39,0040279/25-1,58426628000133,SAMTRONIC INDUSTRIA E COMERCIO LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,5,NA,NA,NA,NA,Novo
627,2025-01-13T11:58:20Z,42451256,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.711460/2017-64,0042451/25-6,00028682000140,PROMEDON DO BRASIL PRODUTOS MEDICO HOSPITALARES LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,3,NA,NA,NA,NA,Novo
628,2025-01-13T13:14:08Z,44022255,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.040480/2021-25,0044022/25-5,22575103000112,"6B INVENT GERMANY INOX CE - BRASIL, IMPORTAÇÃO E EXPORTAÇÃO - LTDA",80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,2,NA,NA,NA,NA,Novo
629,2025-01-13T13:17:41Z,44053258,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.754051/2009-71,0044053/25-8,10268780000109,MEDIX BRASIL LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,2,NA,NA,NA,NA,Novo
630,2025-01-13T13:19:00Z,44069251,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.094331/2016-18,0044069/25-1,10268780000109,MEDIX BRASIL LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,2,NA,NA,NA,NA,Novo
631,2025-01-13T13:59:52Z,44285256,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.232672/2021-66,0044285/25-6,22575103000112,"6B INVENT GERMANY INOX CE - BRASIL, IMPORTAÇÃO E EXPORTAÇÃO - LTDA",80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,2,NA,NA,NA,NA,Novo
632,2025-01-13T14:45:27Z,44646259,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.414081/2024-58,0044646/25-9,05106945000106,DENTSCARE LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,2,NA,NA,NA,NA,Novo
633,2025-01-13T14:57:31Z,44719256,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.370966/2024-38,0044719/25-6,26054835000118,PRIMAVITA INDUSTRIA COMERCIO IMPORTACAO E EXPORTACAO DE PRODUTOS ODONTOLOGICOS LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,2,NA,NA,NA,NA,Novo
634,2025-01-13T17:33:32Z,45429251,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.093108/2014-10,0045429/25-1,29992682000148,ECOMED COMERCIO DE PRODUTOS MEDICOS LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,2,NA,NA,NA,NA,Novo
635,2025-01-13T18:23:20Z,45777250,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.387216/2024-03,0045777/25-0,09557129000170,ORTOMEDICAL COMERCIO ATACADISTA DE MATERIAIS MEDICOS HOSPITALARES LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,2,NA,NA,NA,NA,Novo
636,2025-01-13T18:43:48Z,46044256,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.920343/2021-76,0046044/25-6,30667695000120,HARTMANN Industria e Comércio de Produtos Médico-Hospitalares Ltda,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,2,NA,NA,NA,NA,Novo
637,2025-01-13T18:55:57Z,46175253,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.059245/2019-11,0046175/25-3,58528639000124,TECNIDENT EQUIPAMENTOS ORTODONTICOS LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,2,NA,NA,NA,NA,Novo
638,2025-01-13T19:05:19Z,46290257,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.090859/2020-03,0046290/25-7,21738250000101,"IMODONTO INDUSTRIA DE MATERIAIS ODONTOLOGICOS, COMERCIO, IMPORTACAO E EXPORTACAO LTDA",80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,2,NA,NA,NA,NA,Novo
639,2025-01-13T19:20:44Z,46348255,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.920342/2021-21,0046348/25-5,30667695000120,HARTMANN Industria e Comércio de Produtos Médico-Hospitalares Ltda,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,2,NA,NA,NA,NA,Novo
640,2025-01-13T19:31:26Z,46488251,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.592613/2020-63,0046488/25-1,21738250000101,"IMODONTO INDUSTRIA DE MATERIAIS ODONTOLOGICOS, COMERCIO, IMPORTACAO E EXPORTACAO LTDA",80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,2,NA,NA,NA,NA,Novo
641,2025-01-13T20:29:37Z,47064251,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.598643/2017-88,0047064/25-1,00130762000102,TALMAX PRODUTOS DE PROTESE DENTARIA LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,2,NA,NA,NA,NA,Novo
642,2025-01-14T11:05:25Z,48483257,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.684447/2017-25,0048483/25-7,05343029000190,MEDLEVENSOHN COMÉRCIO E REPRESENTAÇÕES DE PRODUTOS HOSPITALARES LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,2,NA,NA,NA,NA,Novo
643,2025-01-14T11:34:27Z,48577251,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.509458/2016-08,0048577/25-1,10818693000188,BARD BRASIL INDÚSTRIA E COMÉRCIO DE PRODUTOS PARA A SAÚDE LTDA.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,2,NA,NA,NA,NA,Novo
644,2025-01-14T13:35:14Z,51012251,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.668028/2023-94,0051012/25-1,09123223000110,TRAUMEC TECNOLOGIA E IMPLANTES ORTOPEDICOS IMPORTACAO E EXPORTACAO LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,1,NA,NA,NA,NA,Novo
645,2025-01-14T14:36:41Z,51688255,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.414359/2021-44,0051688/25-5,10818693000188,BARD BRASIL INDÚSTRIA E COMÉRCIO DE PRODUTOS PARA A SAÚDE LTDA.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,1,NA,NA,NA,NA,Novo
646,2025-01-14T14:44:56Z,51845253,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.414364/2021-57,0051845/25-3,10818693000188,BARD BRASIL INDÚSTRIA E COMÉRCIO DE PRODUTOS PARA A SAÚDE LTDA.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,1,NA,NA,NA,NA,Novo
