ordem_analise,data_entrada,expediente_numero,codigo_assunto,descricao_assunto,processo_numero,data_atualizacao,processo_texto,expediente_texto,cnpj_numero,razao_social,assunto_numero,assunto_texto,situacao,dias_analise
565,2024-12-19T19:00:04Z,1737889242,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351433229202452,2025-01-02T14:35:21Z,25351.433229/2024-53,1737889/24-2,61418042000131,CIRURGICA FERNANDES - COMERCIO DE MATERIAIS CIRURGICOS E HOSPITALARES - SOCIEDADE LIMITADA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,13
566,2024-12-19T19:57:02Z,1738357244,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351068260202328,2025-01-02T14:35:21Z,25351.068260/2023-28,1738357/24-4,33457356000108,CIRURGICA CAPITAL COMERCIO DE PRODUTOS HOSPITALARES LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,13
567,2024-12-20T11:27:12Z,1740420241,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351608615201948,2025-01-02T14:35:21Z,25351.608615/2019-48,1740420/24-1,10818693000188,BARD BRASIL INDÚSTRIA E COMÉRCIO DE PRODUTOS PARA A SAÚDE LTDA.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,13
568,2024-12-20T11:41:39Z,1740463242,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351638670201960,2025-01-02T14:35:21Z,25351.638670/2019-62,1740463/24-2,10818693000188,BARD BRASIL INDÚSTRIA E COMÉRCIO DE PRODUTOS PARA A SAÚDE LTDA.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,13
569,2024-12-20T11:57:22Z,1740532244,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351287851202300,2025-01-02T14:35:21Z,25351.287851/2023-01,1740532/24-4,21578376000158,Medagent do Brasil Comercio e Importação de Produtos Médicos - Hospitalares LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,13
570,2024-12-20T12:14:59Z,1740612248,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351188889202472,2025-01-02T14:35:21Z,25351.188889/2024-74,1740612/24-8,08474646000112,FORTECARE INDÚSTRIA DE PRODUTOS MÉDICOS LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,13
571,2024-12-20T12:30:06Z,1740725247,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351243367201984,2025-01-02T14:35:21Z,25351.243367/2019-85,1740725/24-7,58526047000173,BIOMECÂNICA INDÚSTRIA E COMÉRCIO DE PRODUTOS ORTOPÉDICOS LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,13
572,2024-12-20T13:43:47Z,1742745245,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351122422201688,2025-01-02T14:35:21Z,25351.122422/2016-88,1742745/24-5,01513946000114,BOSTON SCIENTIFIC DO BRASIL LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,13
573,2024-12-20T13:50:58Z,1742791247,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351121149201684,2025-01-02T14:35:21Z,25351.121149/2016-84,1742791/24-7,01513946000114,BOSTON SCIENTIFIC DO BRASIL LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,13
574,2024-12-20T14:03:49Z,1743033249,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351047929201616,2025-01-02T14:35:21Z,25351.047929/2016-18,1743033/24-9,01513946000114,BOSTON SCIENTIFIC DO BRASIL LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,13
575,2024-12-20T14:11:03Z,1743086245,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351119925201620,2025-01-02T14:35:21Z,25351.119925/2016-19,1743086/24-5,01513946000114,BOSTON SCIENTIFIC DO BRASIL LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,13
576,2024-12-20T15:32:29Z,1743660243,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351733201201956,2025-01-02T14:35:21Z,25351.733201/2019-56,1743660/24-3,04718143000194,VR MEDICAL IMPORTADORA E DISTRIBUIDORA DE PRODUTOS MÉDICOS LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,12
577,2024-12-20T16:47:46Z,1743879245,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351295664201712,2025-01-02T14:35:21Z,25351.295664/2017-11,1743879/24-5,56216781000100,PRODUTOS ORTOPÉDICOS CHANTAL LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,12
578,2024-12-20T18:20:52Z,1744674248,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351523574202056,2025-01-02T14:35:21Z,25351.523574/2020-54,1744674/24-8,32929819000124,ALCON BRASIL CUIDADOS COM A SAUDE LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,12
579,2024-12-20T18:36:31Z,1744879249,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351203163201720,2025-01-02T14:35:21Z,25351.203163/2017-19,1744879/24-9,02814280000105,CIENLABOR INDUSTRIA E COMÉRCIO LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,12
580,2024-12-20T18:55:27Z,1745080244,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351078771201972,2025-01-02T14:35:21Z,25351.078771/2019-71,1745080/24-4,19632287000109,NEURO TECNOLOGIA DA AMERICA LATINA IMPORTAÇÃO E EXPORTAÇÃO LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,12
581,2024-12-21T14:49:47Z,1747289248,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351436334202444,2025-01-02T14:35:21Z,25351.436334/2024-44,1747289/24-8,23258961000104,MEDINSHIP COMERCIO  LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,11
582,2024-12-23T11:11:24Z,1748572245,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351200380202416,2025-01-02T14:35:21Z,25351.200380/2024-15,1748572/24-5,02629588000172,FIRST MEDICAL SERVICE LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,10
583,2024-12-23T13:36:37Z,1750792249,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351275652202008,2025-01-02T14:35:21Z,25351.275652/2020-07,1750792/24-9,02690906000100,ORTHOFIX DO BRASIL LTDA.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,10
584,2024-12-23T14:05:04Z,1751066240,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351309978201660,2025-01-02T14:35:21Z,25351.309978/2016-61,1751066/24-0,31673254000102,LABORATORIOS B BRAUN SA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,10
585,2024-12-23T14:12:33Z,1751132242,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351322315201304,2025-01-02T14:35:21Z,25351.322315/2013-03,1751132/24-2,25312620000197,PRO-HOSPITALAR EQUIPAMENTOS MEDICOS LTDA-ME,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,10
586,2024-12-23T14:34:22Z,1751283241,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351322256201308,2025-01-02T14:35:21Z,25351.322256/2013-08,1751283/24-1,25312620000197,PRO-HOSPITALAR EQUIPAMENTOS MEDICOS LTDA-ME,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,10
587,2024-12-23T14:42:32Z,1751338240,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351223544201916,2025-01-02T14:35:21Z,25351.223544/2019-15,1751338/24-0,27089709000161,FIRSTLAB INDUSTRIA IMPORTACAO E EXPORTACAO DE PRODUTOS PARA LABORATORIOS LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,9
588,2024-12-23T14:45:28Z,1751325245,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351516937202268,2025-01-02T14:35:21Z,25351.516937/2022-67,1751325/24-5,25312620000197,PRO-HOSPITALAR EQUIPAMENTOS MEDICOS LTDA-ME,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,9
589,2024-12-23T14:51:20Z,1751433242,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351129547202252,2025-01-02T14:35:21Z,25351.129547/2022-51,1751433/24-2,25312620000197,PRO-HOSPITALAR EQUIPAMENTOS MEDICOS LTDA-ME,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,9
590,2024-12-23T14:53:59Z,1751426246,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351272112201448,2025-01-02T14:35:21Z,25351.272112/2014-49,1751426/24-6,07415627000152,TKL IMPORTAÇÃO E EXPORTAÇÃO DE PRODUTOS MÉDICOS E HOSPITALARES LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,9
591,2024-12-23T14:57:08Z,1751443248,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351129536202272,2025-01-02T14:35:21Z,25351.129536/2022-71,1751443/24-8,25312620000197,PRO-HOSPITALAR EQUIPAMENTOS MEDICOS LTDA-ME,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,9
592,2024-12-23T16:51:02Z,1752215249,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351588654202304,2025-01-02T14:35:21Z,25351.588654/2023-06,1752215/24-9,09601610000115,Cosmoderma industria e com. ltda- me,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,9
593,2024-12-23T18:21:51Z,1752899245,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351643963202004,2025-01-02T14:35:21Z,25351.643963/2020-03,1752899/24-5,19585158000107,CARDINAL HEALTH DO BRASIL LTDA.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,9
594,2024-12-23T18:33:21Z,1752996241,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351360863202460,2025-01-02T14:35:21Z,25351.360863/2024-60,1752996/24-1,45985371000108,3M DO BRASIL LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,9
595,2024-12-23T19:02:38Z,1753200245,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351643967202084,2025-01-02T14:35:21Z,25351.643967/2020-83,1753200/24-5,19585158000107,CARDINAL HEALTH DO BRASIL LTDA.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,9
596,2024-12-23T19:06:38Z,1753217245,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351190322202032,2025-01-02T14:35:21Z,25351.190322/2020-34,1753217/24-5,26124320000147,Lalan do Brasil Importação e Comércio de Equipamentos de Proteção Ltda,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,9
597,2024-12-23T19:14:35Z,1753296242,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351185827202088,2025-01-02T14:35:21Z,25351.185827/2020-87,1753296/24-2,26124320000147,Lalan do Brasil Importação e Comércio de Equipamentos de Proteção Ltda,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,9
598,2024-12-23T19:26:56Z,1753391245,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351552637201864,2025-01-02T14:35:21Z,25351.552637/2018-65,1753391/24-5,19585158000107,CARDINAL HEALTH DO BRASIL LTDA.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,9
599,2024-12-23T20:49:03Z,1753952247,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351695995201944,2025-01-02T14:35:21Z,25351.695995/2019-42,1753952/24-7,19585158000107,CARDINAL HEALTH DO BRASIL LTDA.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,9
600,2024-12-23T21:23:53Z,1754170242,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351712336201988,2025-01-02T14:35:21Z,25351.712336/2019-88,1754170/24-2,19585158000107,CARDINAL HEALTH DO BRASIL LTDA.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,9
601,2024-12-24T01:06:56Z,1754651241,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351552455201896,2025-01-02T14:35:21Z,25351.552455/2018-94,1754651/24-1,19585158000107,CARDINAL HEALTH DO BRASIL LTDA.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,9
602,2024-12-24T11:56:10Z,1755446241,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351280504202268,2025-01-02T14:35:21Z,25351.280504/2022-68,1755446/24-1,23970075000109,INTEGRA LIFESCIENCES BRAZIL LTDA.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,9
603,2024-12-24T16:36:20Z,1757881247,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351334975201816,2025-01-02T14:35:21Z,25351.334975/2018-17,1757881/24-7,24684423000136,SURGITEC COMERCIO E FABRICAÇÃO DE PRODUTOS MEDICOS E HOSPITALARES LTDA - ME,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,8
604,2024-12-26T16:18:40Z,1760919241,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351181476202036,2025-01-02T14:35:21Z,25351.181476/2020-35,1760919/24-1,82641325000118,CREMER S/A,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,6
605,2024-12-26T17:01:51Z,1761128248,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351275175202312,2025-01-02T14:35:21Z,25351.275175/2023-14,1761128/24-8,08762826000108,HIDROLIGHT DO BRASIL S.A.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,6
606,2024-12-26T17:51:02Z,1761418246,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351090603201704,2025-01-02T14:35:21Z,25351.090603/2017-02,1761418/24-6,08762826000108,HIDROLIGHT DO BRASIL S.A.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,6
607,2024-12-26T18:59:22Z,1761953249,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351266050201756,2025-01-02T14:35:21Z,25351.266050/2017-57,1761953/24-9,05741680000118,IMPLACIL DE BORTOLI - MATERIAL ODONTOLOGICO S.A.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,6
